ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2025-07-06,46,33514,564,Employed,Bachelor,25,13663,72,Single,4,Other,292,0.2127760376,2,1,0.201990652,0,Debt Consolidation,0,20,17,2569,1531,84269,11324,2792.8333333333,0.7870736328,4,72945,0.246663,0.2524353548,370.08706076,0.2370664418,0,51.0
2023-02-06,49,49887,593,Employed,High School,29,22569,60,Married,0,Mortgage,618,0.1481381267,3,1,0.5764616308,0,Debt Consolidation,0,22,12,5323,2608,96822,220878,4157.25,0.8008727342,1,5595,0.231069,0.2291462009,635.1241289138,0.3014310251,0,58.0
2037-08-14,38,138415,626,Unemployed,Master,14,13558,60,Married,0,Rent,572,0.2053931219,3,3,0.1841956753,0,Auto,0,32,24,2804,326,528590,19709,11534.5833333333,0.7408640441,6,508881,0.205558,0.2173344282,372.4053134323,0.0818759799,1,32.0
2046-05-31,49,46539,570,Employed,High School,26,20603,60,Divorced,0,Own,373,0.4644749997,4,1,0.0326822746,0,Auto,0,23,17,12191,1200,98735,24145,3878.25,0.9810725452,3,74590,0.240603,0.2764205682,637.049614701,0.2604395319,0,50.0
2026-11-04,39,225273,512,Employed,High School,21,21564,60,Single,0,Other,993,0.2047188891,4,0,0.3806382858,0,Debt Consolidation,0,24,15,1972,578,458293,23987,18772.75,0.8100692723,7,434306,0.270564,0.2757852476,665.9404329345,0.0883696013,1,36.8
2038-02-01,39,23325,552,Employed,High School,17,13454,24,Single,0,Own,142,0.3121081719,1,1,0.3060521243,0,Debt Consolidation,0,21,14,1383,470,61378,19651,1943.75,0.8110513515,8,41727,0.212454,0.2308526918,705.2001475589,0.4358585968,0,56.0
2068-04-08,54,199969,662,Employed,Bachelor,31,18216,108,Married,4,Rent,314,0.2459179139,4,0,0.168812845,0,Auto,0,23,24,3412,409,31684,4539,16664.0833333333,0.5850907812,4,27145,0.232216,0.1857728,348.2816435331,0.0397430588,1,33.6
2027-06-28,23,15000,435,Employed,High School,2,36391,120,Married,0,Own,384,0.501675346,1,2,0.2754514833,0,Debt Consolidation,0,25,5,4488,835,24906,6225,1250.0,0.9400251884,6,18681,0.373891,0.3517295427,1101.0217654738,1.1880174124,0,57.0
2045-04-11,48,38723,559,Employed,Bachelor,24,28364,48,Single,3,Rent,817,0.4007492606,3,0,0.4907375728,0,Education,0,25,11,4851,220,38328,39899,3226.9166666667,0.8840415996,9,4047,0.243864,0.2536405602,946.2372591014,0.5464154923,0,58.0
2038-01-25,34,97758,606,Employed,High School,11,16355,12,Married,0,Rent,404,0.1111291276,1,1,0.4928025331,0,Education,0,19,9,1996,1798,48705,45805,8146.5,0.8222543265,6,2900,0.178355,0.1642590792,1487.2015018775,0.2321489599,1,41.6
2019-06-28,57,75017,542,Employed,Bachelor,34,20510,48,Single,1,Rent,1445,0.3839329298,2,1,0.3131593335,0,Home,0,21,13,4279,1387,106143,6086,6251.4166666667,0.6743975324,4,100057,0.24451,0.2327622285,660.4835211393,0.3368010218,0,50.0
2070-07-16,63,83240,655,Employed,High School,44,9494,48,Single,0,Rent,261,0.3700566695,2,1,0.2820700012,0,Debt Consolidation,0,23,9,9530,6060,75976,6006,6936.6666666667,0.9808326402,4,69970,0.176994,0.1730457474,275.4480878389,0.07733514,1,35.2
2046-11-07,25,48228,570,Employed,Bachelor,2,17150,72,Single,2,Other,571,0.0319888861,1,2,0.1376156639,0,Home,0,31,14,3169,827,58486,37945,4019.0,0.4843252189,5,20541,0.24715,0.2368086708,448.1884634617,0.2535925512,0,50.0
2024-06-05,29,56987,515,Employed,Associate,7,27169,60,Single,1,Own,563,0.1818612814,3,0,0.2344896056,0,Home,0,11,1,6245,1244,15217,13531,4748.9166666667,0.8708017935,8,1686,0.274669,0.3016990959,881.8470139487,0.3042477086,0,55.0
2053-01-22,18,21930,513,Employed,High School,0,45362,96,Married,2,Other,317,0.4704062301,1,3,0.2879358817,0,Home,0,21,29,6725,694,34971,7512,1827.5,0.9089077728,8,27459,0.323862,0.3527623654,1421.5678764669,0.9513367313,0,55.0
2031-04-03,30,22814,501,Self-Employed,Bachelor,7,38741,84,Married,0,Mortgage,493,0.2271417522,1,0,0.1059459278,0,Home,0,30,7,30787,1660,32447,14838,1901.1666666667,0.5716037341,7,17609,0.313241,0.2764745363,1047.110861364,0.8100872419,0,56.0
2055-03-08,40,27077,596,Employed,High School,19,24904,60,Married,2,Mortgage,416,0.4701007935,2,0,0.30318583,0,Debt Consolidation,0,19,20,1491,177,61382,38168,2256.4166666667,0.9548669259,5,23214,0.231904,0.2126574111,677.4650138658,0.4846024363,0,57.0
2028-04-25,55,20664,588,Employed,Associate,35,44231,48,Married,0,Own,791,0.0415041913,5,1,0.3207736827,0,Home,0,30,16,2326,335,50868,16516,1722.0,0.7936205282,9,34352,0.245231,0.259686113,1490.5692085265,1.3249530828,0,55.0
2030-02-17,18,36886,607,Employed,Master,0,10288,36,Divorced,0,Mortgage,482,0.3198535881,2,1,0.2338035454,0,Education,0,30,7,5363,768,32519,15900,3073.8333333333,0.7781596167,3,16619,0.191788,0.1912893975,377.7881613394,0.2797120299,0,51.0
2041-11-01,47,43375,563,Employed,High School,26,17155,48,Married,3,Mortgage,1040,0.5032189047,4,2,0.4645979525,0,Debt Consolidation,0,22,18,22577,947,88442,66077,3614.5833333333,0.8865327726,6,22365,0.230655,0.2472686528,566.2002891828,0.4443666506,0,58.0
2026-11-15,40,62153,526,Employed,Bachelor,20,28776,48,Divorced,2,Mortgage,155,0.3709596041,3,1,0.3517889453,0,Education,0,21,11,1419,506,25636,9489,5179.4166666667,0.6481638014,2,16147,0.260776,0.2640309079,976.7864016544,0.218516191,0,54.0
2070-11-28,63,88682,645,Employed,Bachelor,38,22098,60,Single,1,Rent,257,0.5261185235,4,0,0.072521221,0,Debt Consolidation,0,19,14,2963,2590,47158,17047,7390.1666666667,0.8886522598,7,30111,0.204598,0.2024095173,588.4284423263,0.1143991036,1,37.6
2029-07-14,49,38817,553,Employed,Bachelor,25,25057,36,Married,1,Other,559,0.6695828963,0,0,0.1859309631,0,Debt Consolidation,0,16,23,7487,1260,97310,23869,3234.75,0.827820111,8,73441,0.233557,0.2710989278,1024.4352489151,0.4895077669,0,51.0
2060-03-29,38,15000,541,Employed,Bachelor,14,23508,36,Married,2,Rent,204,0.3002522857,0,2,0.1722553082,0,Debt Consolidation,0,25,9,15226,2199,456637,38697,1250.0,0.9026522609,6,417940,0.238008,0.2420186717,924.7793865112,0.9030235092,0,47.0
2023-02-19,56,88666,574,Employed,High School,30,34186,36,Married,3,Rent,127,0.2310987149,1,0,0.3062301895,1,Auto,0,20,27,593,2818,234315,4211,7388.8333333333,0.8438534492,6,230104,0.232186,0.2439160273,1348.2534567014,0.1996598638,0,61.0
2029-05-01,50,58599,550,Employed,Associate,26,20342,36,Single,0,Mortgage,514,0.5127096038,4,2,0.4095180306,0,Auto,0,34,17,3674,839,35728,37218,4883.25,0.6876519786,6,7970,0.230342,0.2287418684,786.0998673964,0.266236598,0,57.0
2029-06-13,33,48818,623,Employed,Bachelor,8,10454,72,Single,1,Mortgage,392,0.1163244497,2,0,0.3303096796,0,Auto,0,27,27,543,405,39584,37693,4068.1666666667,0.9844708482,7,1891,0.213954,0.2240344372,265.1778139651,0.1615415168,0,51.0
2059-04-07,46,39863,543,Employed,Associate,19,11779,48,Married,0,Rent,501,0.7193829735,1,0,0.7396987313,0,Education,0,23,17,13286,5345,20740,4630,3321.9166666667,0.61268476,4,16110,0.235279,0.259502953,396.826837624,0.2702737388,0,61.0
2049-09-28,55,86108,531,Employed,Master,34,28961,72,Married,1,Rent,670,0.2861262778,2,0,0.0789216589,0,Home,0,23,28,1047,906,49169,165510,4419.0833333333,0.8309234232,7,8759,0.278461,0.2688352426,813.9304019335,0.335800502,0,49.0
2026-09-24,50,56111,638,Employed,High School,28,18027,60,Single,5,Own,484,0.5223709155,3,0,0.1232312537,0,Home,0,17,2,4223,544,57702,7981,4675.9166666667,0.3469683134,0,49721,0.204027,0.1933096084,470.9192907562,0.2042207676,0,52.0
2065-07-06,37,49146,566,Employed,Associate,13,54581,24,Widowed,1,Rent,1775,0.212542462,2,2,0.2395228042,0,Debt Consolidation,0,26,26,6414,723,130217,17170,4095.5,0.7000544013,10,113047,0.246581,0.2602582031,2941.2385748221,1.1515660053,0,49.0
2018-02-10,48,38453,595,Unemployed,High School,26,30517,48,Divorced,0,Own,560,0.3824377046,0,0,0.1030032648,0,Home,0,22,20,5165,1539,46352,3481,3204.4166666667,0.7935429601,6,42871,0.228017,0.2262305329,971.8230602281,0.4780349185,0,54.0
2057-09-03,45,101703,655,Self-Employed,Doctorate,22,16009,60,Married,2,Other,347,0.1288036889,1,2,0.0737221555,0,Home,0,29,16,613,8066,162895,23914,8475.25,0.8214384735,3,138981,0.193509,0.2185683265,440.8490117659,0.0929587932,1,32.8
2027-10-10,50,31696,561,Self-Employed,Bachelor,24,31116,72,Married,3,Mortgage,335,0.2369112658,2,1,0.1660427564,0,Home,1,21,15,2417,3120,54925,39735,2641.3333333333,0.5623174687,4,15190,0.265616,0.2927562554,921.6166731535,0.4757508858,0,60.0
2043-06-11,21,20824,569,Employed,Associate,0,23810,72,Divorced,4,Rent,225,0.2301877115,2,1,0.1144846531,0,Home,0,23,17,4199,745,27100,4551,1735.3333333333,0.9062807774,2,22549,0.25431,0.2794291012,685.0301708375,0.5244123151,0,52.0
2022-06-01,50,27375,644,Employed,Bachelor,28,14487,24,Divorced,2,Mortgage,283,0.2130351566,2,2,0.6088632007,0,Home,0,23,18,3519,3200,33009,37378,2281.25,0.9021565098,4,1863,0.167487,0.1669844647,714.1727468696,0.4371168205,0,57.0
2054-10-05,28,65992,535,Employed,Master,6,16744,36,Single,0,Mortgage,374,0.3065305082,4,2,0.297582395,0,Home,0,26,15,601,594,42589,9941,5499.3333333333,0.7901628598,7,32648,0.234244,0.2262938751,644.9256783013,0.1852816726,1,41.6
2031-10-02,37,61638,632,Employed,Bachelor,13,17294,60,Divorced,0,Mortgage,877,0.5035862569,2,3,0.3325835478,0,Home,0,30,21,4376,157,147528,15587,5136.5,0.6986930889,5,131941,0.206294,0.2242514287,481.8311839801,0.2645441807,0,48.0
2057-01-26,37,26477,546,Employed,Master,14,15884,60,Single,2,Mortgage,336,0.4510112425,3,2,0.4812330276,0,Other,0,22,7,2710,1820,116275,8083,2206.4166666667,0.8322847201,7,108192,0.247884,0.2459278249,462.4319576233,0.3618681683,0,56.0
2026-10-20,48,60636,557,Unemployed,Associate,24,27468,48,Married,2,Other,538,0.1096549447,4,2,0.0962251017,0,Other,0,25,12,432,564,78789,56524,5053.0,0.7651609379,5,22265,0.243968,0.2735541515,947.2148298401,0.2939273362,0,52.0
2032-03-16,28,61330,606,Employed,Bachelor,4,9679,48,Married,1,Rent,657,0.132511487,2,2,0.2757793646,0,Auto,0,22,2,822,508,78599,13192,5110.8333333333,0.7993180165,5,65407,0.201679,0.1933540232,291.1190953411,0.1855116443,0,50.0
2019-08-03,53,82334,571,Employed,Bachelor,32,19842,36,Single,1,Own,689,0.4051250731,5,1,0.299603864,0,Debt Consolidation,1,26,8,6367,695,223816,18895,6861.1666666667,0.916288799,6,204921,0.219342,0.1980102823,735.3897509985,0.2076016835,1,44.0
2038-07-15,60,57130,552,Unemployed,Master,39,33918,48,Married,0,Rent,195,0.1296331586,3,0,0.1897031724,0,Education,0,25,4,828,2854,410686,17533,4760.8333333333,0.9330666015,2,393153,0.252918,0.2511782128,1126.8535114902,0.277651709,0,49.0
2062-04-24,44,38991,632,Employed,Master,23,20372,36,Married,1,Rent,450,0.0582750548,6,1,0.5339756923,0,Home,0,33,29,25921,78,147298,7596,3249.25,0.9196395616,2,139702,0.189372,0.2109712558,768.5327569947,0.375019699,1,40.8
2031-12-11,23,36907,549,Unemployed,Bachelor,0,31798,24,Married,0,Own,184,0.2817976627,1,2,0.3017462425,0,Home,0,25,25,568,1135,39320,15799,3075.5833333333,0.9340055578,4,23521,0.232298,0.246614536,1691.7111450215,0.6098716704,0,58.0
2041-10-21,39,109319,672,Employed,Doctorate,19,18019,60,Single,0,Own,574,0.5261545263,3,1,0.3024321284,0,Auto,0,26,7,10351,2203,16852,30098,9109.9166666667,0.8762076839,4,9010,0.187019,0.1936997033,471.098603019,0.1147209839,1,39.2
2061-01-16,47,43750,560,Employed,High School,25,21716,60,Single,1,Own,250,0.147408005,3,0,0.4200627101,0,Home,0,16,14,2022,421,53547,24284,3645.8333333333,0.7377479922,10,29263,0.246716,0.2809386957,677.3757910338,0.2543659313,0,56.0
2063-04-28,41,40075,571,Employed,Bachelor,17,18245,60,Widowed,0,Rent,404,0.5037505942,4,0,0.1806934926,0,Home,0,26,4,2118,186,37885,3810,3339.5833333333,0.7045531271,7,34075,0.237745,0.285294,573.9142846116,0.2928252381,0,55.0
2064-10-10,32,65389,603,Employed,Bachelor,9,20764,36,Single,3,Rent,460,0.2458036256,1,1,0.4094224668,0,Other,0,23,28,890,112,12856,20534,5449.0833333333,0.7450587719,3,1426,0.204264,0.2387330169,813.2502945455,0.2336632084,0,53.0
2024-09-25,45,32631,577,Employed,High School,22,27997,48,Single,4,Own,189,0.1931643333,1,0,0.1039791027,0,Home,0,22,9,196,1721,52232,220433,2719.25,0.6911115093,5,10351,0.234497,0.2763275303,969.8812504897,0.4261767953,0,51.0
2047-05-06,48,17315,508,Employed,High School,29,43084,48,Married,1,Own,300,0.3478536931,3,1,0.0403846263,0,Debt Consolidation,0,28,14,3023,952,176283,35313,1442.9166666667,0.9587944051,7,140970,0.284084,0.3204062743,1602.8317311231,1.3187398656,0,48.0
2051-04-10,54,33729,576,Employed,Associate,31,13971,48,Married,3,Rent,254,0.0841789951,2,0,0.463088944,0,Other,0,33,8,6206,690,35789,15223,2810.75,0.7268627653,5,20566,0.220971,0.1767768,408.0487838911,0.2355416824,0,57.0
2052-12-09,56,56923,643,Employed,Master,31,30867,60,Single,0,Rent,303,0.537632071,3,0,0.4992025483,0,Auto,0,22,6,1977,1158,36997,32150,4743.5833333333,0.7833265079,7,4847,0.214367,0.2441344455,895.403676553,0.2526367921,0,56.0
2031-02-26,36,28487,495,Employed,High School,17,32084,12,Single,4,Other,291,0.1788250277,3,2,0.3019263467,0,Education,1,18,27,2363,893,197394,38217,2373.9166666667,0.9369015085,5,159177,0.249584,0.2572836838,3060.7498213661,1.4119071105,0,57.0
2060-08-16,18,121087,545,Employed,Master,0,15085,48,Married,4,Mortgage,342,0.0749891236,1,0,0.2666617349,0,Debt Consolidation,0,22,24,14987,152,36614,46216,10090.5833333333,0.6573240371,5,2662,0.237585,0.2544988622,503.9678689158,0.0838373601,1,39.2
2048-04-21,57,43934,557,Employed,Doctorate,39,15898,24,Single,3,Mortgage,325,0.6368373424,5,0,0.4300235019,0,Auto,0,26,23,589,854,66861,50125,3661.1666666667,0.8574433567,3,16736,0.212398,0.2056675018,813.5499090827,0.3109800817,1,47.2
2052-07-07,43,34010,628,Employed,Bachelor,24,47153,60,Divorced,1,Mortgage,448,0.2137518142,3,0,0.2414951103,0,Home,1,29,2,12549,504,39925,1926,2834.1666666667,0.7779350963,5,37999,0.238153,0.23291812,1337.1827330147,0.6298792354,0,60.0
2062-06-05,61,112493,637,Employed,Master,42,13165,72,Single,1,Mortgage,233,0.1475881764,5,3,0.0347145126,0,Education,0,20,13,1028,803,49182,17854,9374.4166666667,0.613270711,9,31328,0.209665,0.22881821,337.7112832124,0.0608796583,1,36.0
2026-05-06,35,129726,630,Employed,High School,15,41089,36,Single,0,Own,221,0.0803039474,1,1,0.2431140964,0,Home,0,30,3,2950,2052,79074,5484,10810.5,0.5872035726,6,73590,0.211089,0.1945528121,1515.6341950815,0.1606432815,1,37.6
2018-04-19,43,31713,487,Self-Employed,Bachelor,18,38865,48,Married,1,Rent,314,0.2499556834,2,3,0.6010572142,0,Auto,0,20,6,395,231,49718,43113,2642.75,0.9786517362,3,6605,0.290365,0.2864304611,1368.867255829,0.636786399,0,64.0
2054-01-30,32,23722,563,Employed,High School,8,18810,60,Single,4,Other,692,0.2480758779,2,0,0.3718475884,0,Education,0,18,13,4233,2532,139461,238424,1976.8333333333,0.8407512582,5,2951,0.24231,0.2724975468,577.1806851677,0.6420271572,0,56.0
2038-04-16,52,59076,617,Employed,Associate,30,28510,60,Married,0,Other,355,0.1733611673,0,1,0.1048534328,0,Home,0,22,26,1345,994,33666,45484,4923.0,0.7994991879,8,3486,0.22501,0.2113937257,773.5281717921,0.2292358667,0,46.0
2060-07-01,18,16965,568,Employed,High School,0,20493,48,Married,2,Mortgage,262,0.4582689205,1,1,0.2611937397,0,Home,0,29,13,3521,216,166122,33043,1413.75,0.7985563283,4,133079,0.231493,0.2462735239,675.2366917522,0.6629437254,0,51.0
2072-01-09,40,19874,574,Employed,Master,17,16803,96,Married,0,Own,667,0.4729302569,1,0,0.185532567,0,Debt Consolidation,0,22,17,1385,446,62192,81315,1656.1666666667,0.7252798815,4,4714,0.264803,0.226616103,380.4593049473,0.6324600815,0,53.0
2041-02-17,30,167651,615,Self-Employed,Bachelor,7,10441,60,Married,2,Rent,526,0.2731608297,5,0,0.3604497281,0,Debt Consolidation,0,34,1,35757,1188,90435,50217,13970.9166666667,0.6572867662,3,40218,0.207941,0.1954493487,273.9855766258,0.0572607794,1,44.8
2025-07-11,44,31426,551,Employed,High School,20,18201,84,Married,1,Rent,199,0.2263261375,1,0,0.4258962668,1,Home,0,14,26,660,8859,51450,35094,2618.8333333333,0.7780121651,3,16356,0.267701,0.2389495503,447.9163628378,0.2470246406,0,69.0
2059-11-29,49,33354,621,Employed,Bachelor,26,9749,48,Married,3,Rent,314,0.7546310537,8,1,0.2912051866,0,Debt Consolidation,0,29,12,5315,582,29202,39903,2779.5,0.8887835604,5,1228,0.194249,0.1811471772,286.9616063182,0.2162121268,0,52.0
2026-05-04,18,19548,453,Employed,High School,0,7735,60,Married,0,Mortgage,121,0.052574682,2,2,0.5300719867,0,Other,0,27,3,2279,2340,49825,29316,1629.0,0.9567129601,5,20509,0.286235,0.2932194854,247.0416371207,0.2259310234,0,62.0
2022-01-18,29,63947,585,Employed,Bachelor,5,17407,60,Single,2,Rent,1223,0.225555933,4,1,0.4736539985,0,Other,0,33,13,34131,2716,36847,7699,5328.9166666667,0.9625123063,4,29148,0.229907,0.1963884358,457.6880286173,0.3153901879,0,56.0
2034-12-21,36,32917,477,Employed,Associate,14,46349,48,Single,2,Rent,608,0.1154076949,3,1,0.1506960099,0,Auto,0,26,11,4389,2689,180838,20350,2743.0833333333,0.7875918374,4,160488,0.302849,0.2998699505,1668.4912472155,0.8299023291,0,46.0
2055-07-01,43,28964,577,Employed,Master,20,18781,84,Married,1,Rent,324,0.3526458256,1,0,0.1399950499,0,Home,0,30,23,4667,2005,213392,12673,2413.6666666667,0.8780090619,4,200719,0.255281,0.2669757096,495.9502597814,0.3397114735,0,48.0
2039-04-18,27,28742,473,Employed,Associate,6,49371,48,Divorced,1,Own,208,0.2204410818,3,1,0.5488793249,0,Home,0,30,13,4488,1670,65919,27622,2395.1666666667,0.8875388004,3,38297,0.307871,0.3211498588,1838.8940797345,0.8545935898,0,60.0
2041-03-21,36,88305,566,Employed,Associate,14,48521,36,Married,2,Rent,322,0.2384252284,1,3,0.2696782076,0,Debt Consolidation,0,23,10,5086,605,191171,16721,7358.75,0.8102456877,6,174450,0.250521,0.2969880719,2051.7966543419,0.3225815056,0,47.0
2041-11-20,38,67113,602,Employed,High School,14,9622,60,Married,2,Own,403,0.1263640931,4,1,0.0831560304,0,Home,0,17,9,1678,4551,22185,12974,5592.75,0.9456571827,3,9211,0.213622,0.2548738506,285.1743907315,0.1230475867,0,47.0
2070-10-17,50,139082,553,Self-Employed,Bachelor,30,25127,60,Married,1,Rent,319,0.2526472582,2,0,0.160891952,0,Education,0,30,5,2342,815,24781,5895,11590.1666666667,0.6973946557,6,18886,0.253627,0.2235116447,699.0065697286,0.0878336437,1,42.4
2018-11-18,47,28900,599,Employed,Bachelor,23,17636,60,Married,3,Own,603,0.1524618764,2,0,0.2513400909,1,Debt Consolidation,0,18,18,2950,1809,64485,5287,2408.3333333333,0.6477594161,7,59198,0.223136,0.1880076318,455.556338195,0.439538964,0,63.0
2038-09-03,44,50064,566,Employed,Associate,24,33907,60,Divorced,0,Rent,468,0.3535589512,3,2,0.4024736671,1,Home,0,29,21,1699,2072,19511,39767,4172.0,0.8802778819,4,3263,0.255907,0.2898713114,1076.0059574413,0.3700877175,0,68.0
2049-06-19,42,77450,564,Employed,Associate,20,26360,60,Single,0,Mortgage,315,0.3297895999,3,2,0.6410170475,0,Education,0,27,11,40803,1090,41893,20591,6454.1666666667,0.7287684016,5,21302,0.24936,0.2480434278,770.6801351643,0.1682138363,1,46.4
2018-08-06,37,20882,566,Employed,High School,14,23838,48,Divorced,2,Mortgage,671,0.1278379309,3,2,0.2458156813,0,Home,0,24,25,2011,536,144098,56021,1740.1666666667,0.7844869387,7,88077,0.235838,0.2183961234,748.967758751,0.8159952641,0,51.0
2031-11-28,57,103091,645,Employed,Associate,33,28431,60,Married,0,Mortgage,297,0.508930102,2,0,0.2709827581,0,Home,0,24,19,9872,3700,180404,13812,8590.9166666667,0.7929912266,3,166592,0.210931,0.2103816793,769.7646244621,0.1241735505,1,36.0
2027-03-24,41,17852,640,Employed,Bachelor,16,23453,24,Married,1,Mortgage,651,0.3009185727,4,1,0.2402625547,0,Debt Consolidation,0,23,21,17420,524,71006,36718,1487.6666666667,0.8033079802,5,34288,0.178453,0.1834494296,1174.7825804102,1.2272793505,0,51.0
2038-04-06,32,61104,559,Employed,Master,11,27543,60,Single,0,Own,776,0.1470406785,4,2,0.0964273067,0,Education,0,28,26,2976,920,85069,27914,5092.0,0.6980421319,4,57155,0.253043,0.2477758561,804.8360157297,0.3104548342,0,47.0
2066-04-01,58,34469,556,Self-Employed,Bachelor,37,8677,120,Single,5,Mortgage,619,0.8343053389,6,1,0.5738060444,0,Debt Consolidation,0,17,4,1800,1681,297591,121615,2872.4166666667,0.9625701064,7,175976,0.285677,0.271469726,210.6757492711,0.2888424089,0,64.0
2041-04-25,42,61723,603,Unemployed,Associate,13,15333,36,Widowed,3,Rent,587,0.1810844192,4,0,0.4605056935,0,Other,0,36,24,4253,372,35412,7754,5143.5833333333,0.6562055524,7,27658,0.198833,0.2346824687,597.2846929814,0.2302450677,0,55.0
2041-07-28,30,56056,483,Employed,High School,7,14425,48,Married,3,Rent,387,0.1245487488,2,1,0.4874668457,0,Debt Consolidation,1,18,4,2859,567,6701,45618,4671.3333333333,0.2844224932,5,8589,0.267925,0.3077512176,525.9096926587,0.1954280775,0,64.0
2054-03-18,80,69622,687,Employed,Bachelor,57,16969,36,Widowed,2,Mortgage,407,0.3757724521,3,0,0.4247692006,0,Education,0,32,25,3711,2536,9432,41154,5801.8333333333,0.8830553073,7,3611,0.158469,0.1823068915,615.4355234444,0.1762262831,1,40.0
2023-05-23,37,31514,619,Self-Employed,Bachelor,16,7913,48,Married,0,Rent,592,0.2889372403,4,2,0.4455387185,0,Home,0,19,24,13463,484,203154,10124,2626.1666666667,0.7769310408,8,193030,0.193413,0.2275410781,252.558438356,0.3215936174,0,53.0
2052-05-08,37,60834,530,Employed,Bachelor,11,27084,72,Divorced,0,Mortgage,263,0.0325872211,3,2,0.3006498175,1,Debt Consolidation,0,27,6,1398,2895,13317,13911,5069.5,0.880411023,7,5671,0.277084,0.2287592322,694.6685592841,0.1889078922,0,67.0
2058-07-23,29,41690,616,Employed,Bachelor,4,16742,60,Married,5,Rent,403,0.268925398,5,1,0.3596599973,0,Debt Consolidation,0,30,12,4363,427,407933,25159,3474.1666666667,0.8925536096,8,382774,0.213742,0.1736914291,419.4120975845,0.2367221197,1,36.8
2069-06-12,51,45125,539,Employed,High School,29,36285,36,Married,2,Mortgage,778,0.0377054925,5,0,0.1314295815,0,Other,0,28,21,1047,653,140074,5937,3760.4166666667,0.7416239351,7,134137,0.251785,0.2690169167,1479.429879536,0.600313763,0,46.0
2039-02-24,59,17249,608,Employed,High School,40,39680,24,Single,3,Own,222,0.4141993368,0,2,0.2740776076,0,Education,0,32,16,1160,1454,117294,30792,1437.4166666667,0.7678271351,2,86502,0.21068,0.2153670488,2049.4581295987,1.5802363937,0,50.0
2020-02-22,44,24268,537,Employed,Bachelor,22,7259,60,Single,1,Mortgage,971,0.1658866729,6,0,0.2593010961,0,Home,0,26,26,3351,807,97564,5729,2022.3333333333,0.9317650155,10,91835,0.243759,0.2108735323,196.7372028807,0.5774207365,0,51.0
2027-05-07,30,55376,579,Unemployed,Bachelor,10,14875,60,Single,0,Mortgage,215,0.0981876119,6,0,0.3554993937,0,Debt Consolidation,0,24,22,2484,3967,115008,40527,4614.6666666667,0.917424635,5,74481,0.230375,0.2407017516,428.5296001483,0.1394531061,0,54.0
2061-11-19,60,73611,599,Employed,Master,35,17253,96,Single,0,Mortgage,192,0.1388860323,2,0,0.6101599911,0,Other,0,17,12,17716,150,28614,5614,6134.25,0.4706321405,6,23000,0.252753,0.2166868759,379.6598559892,0.0931914832,1,45.6
2048-01-31,37,66030,543,Employed,Bachelor,12,28929,108,Widowed,1,Own,324,0.4033720963,3,1,0.2937588713,0,Home,1,20,1,1604,3558,115318,322915,5502.5,0.6074646052,6,7863,0.302429,0.2723779903,720.442775105,0.189812408,0,63.0
2049-02-18,18,28027,552,Employed,High School,0,28270,36,Single,3,Rent,461,0.1610638942,3,2,0.2611747211,0,Education,0,34,20,1334,273,41923,19722,2335.5833333333,0.938182475,2,22201,0.23727,0.236907013,1104.5269211561,0.6702937544,0,53.0
2052-08-20,56,71003,638,Employed,High School,34,24368,36,Single,0,Rent,568,0.2020375843,3,2,0.1571522468,0,Home,1,22,1,10807,1595,13626,80600,5916.9166666667,0.9174149373,3,5234,0.190368,0.16256138,859.7912465589,0.2413066343,0,57.0
2039-10-14,39,49489,615,Self-Employed,Doctorate,14,28391,36,Single,4,Own,564,0.1987966614,3,0,0.2363858976,0,Education,0,21,14,1020,748,9647,59340,4124.0833333333,0.6284310584,4,7081,0.205891,0.2026932036,1059.0113116165,0.3935447421,0,52.0
2040-08-04,27,25876,533,Employed,Bachelor,1,55550,60,Married,1,Mortgage,444,0.1495077643,5,1,0.4365318902,0,Debt Consolidation,0,24,13,14807,222,40015,9541,2156.3333333333,0.6720426358,7,30474,0.29405,0.2614801129,1668.0641031505,0.9794701359,0,57.0
2029-03-21,32,56307,573,Employed,Master,7,36933,120,Single,2,Rent,320,0.5222549974,5,1,0.3449848569,0,Other,0,13,27,652,367,49343,6547,4692.25,0.8158034879,8,42796,0.305433,0.327204902,1048.6085325754,0.291674257,0,55.0
2034-01-16,32,81223,597,Employed,Bachelor,12,17105,60,Married,2,Rent,432,0.13714675,2,1,0.2223282376,0,Other,1,22,29,1694,1501,53941,16582,6768.5833333333,0.963315951,8,37359,0.223605,0.2395656449,491.6449049711,0.1364605944,0,56.0
